controlNumber,prefLabel,scopeNote,prefLabelEnglish,embeddingPromptEnglish,translationModel,translationPromptVersion
172641,"31 f.Kr.-476 e.Kr. (romartiden, Grekland)",,Roman and Greek antiquity 31 BC-476 AD,A photograph depicting Roman and Greek antiquity 31 BC-476 AD.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
398891,-332 f.Kr. (Egypten),Kronologiskt ämnesord för Egypten. Kompletteras med geografiskt ämnesord.,-332 BCE Egypt,A photograph depicting -332 BCE Egypt.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
398950,332 f.Kr.-640 e.Kr. (Egypten),Kronologiskt ämnesord för Egypten. Kompletteras med geografiskt ämnesord.,Ancient Egypt 332 BC-640 AD,A photograph depicting Ancient Egypt 332 BC-640 AD.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
398960,332-30 f.Kr. (Egypten),Kronologiskt ämnesord för Egypten. Kompletteras med geografiskt ämnesord.,332-30 bc egypt,A photograph depicting 332-30 bc egypt.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
172642,"336-31 f.Kr. (hellenistiska tiden, Grekland)",,"336-31 bc (hellenistic era, greece)","A photograph depicting 336-31 bc (hellenistic era, greece).",Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355469,"395-476 e.Kr. (Västromerska riket, Romerska riket)",Kronologiskt ämnesord för Romerska riket.,Roman Empire 395-476 AD,A photograph depicting Roman Empire 395-476 AD.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
320528,3D Studio,"- datorgrafik Pueb, - särsk program Pubdz.",3D Studio,A photograph depicting 3D Studio.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
159699,3D-bilder,"- grafik If, - datorgrafik Pueb.",3D images,A photograph depicting 3D images.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
2l111kpc0tv46nz2,3D-modellering,,3D modeling,A photograph depicting 3D modeling.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355055,400-talet,Allmänt kronologiskt ämnesord.,17th century,A photograph depicting 17th century.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355043,400-talet f.Kr.,Används för åren 499-400 f.Kr. | Allmänt kronologiskt ämnesord.,400s BCE,A photograph depicting 400s BCE.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
401114,-449 (Storbritannien),Kronologiskt ämnesord för Storbritannien. Komplettera med geografiskt ämnesord.,Britain 449,A photograph depicting Britain 449.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
172643,"490-336 f.Kr. (klassiska tiden, Grekland)",,classical greece 490-336 bc,A photograph depicting classical greece 490-336 bc.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355056,500-talet,Allmänt kronologiskt ämnesord.,16th century,A photograph depicting 16th century.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355456,"510-265 f.Kr. (tidiga republiken, Romerska riket)",Kronologiskt ämnesord för Romerska riket.,early roman republic 510-265 bc,A photograph depicting early roman republic 510-265 bc.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355455,"510-31 f.Kr. (republiken, Romerska riket)",Kronologiskt ämnesord för Romerska riket.,Roman Republic and Empire 510-31 BC,A photograph depicting Roman Republic and Empire 510-31 BC.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
n58zwpmsl079bc4l,5G,,5G,A photograph depicting 5G.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355058,600-talet,Allmänt kronologiskt ämnesord.,16th century,A photograph depicting 16th century.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
395817,"618-907 (Tangdynastin, Kina)",Kronologiskt ämnesord för Kina.,Tang Dynasty 618-907 China,A photograph depicting Tang Dynasty 618-907 China.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
398951,640-1250 (Egypten),Kronologiskt ämnesord för Egypten. Kompletteras med geografiskt ämnesord.,Egypt 640-1250,A photograph depicting Egypt 640-1250.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
398952,640-1882 (Egypten),Kronologiskt ämnesord för Egypten. Kompletteras med geografiskt ämnesord.,1882 egypt,A photograph depicting 1882 egypt.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
172645,"700-490 f.Kr. (arkaiska tiden, Grekland)",,Archaic period Greece 700-490 BC,A photograph depicting Archaic period Greece 700-490 BC.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355059,700-talet,Allmänt kronologiskt ämnesord.,8th century,A photograph depicting 8th century.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355453,"700-talet-510 f.Kr. (kungatiden, Romerska riket)",Kronologiskt ämnesord för Romerska riket.,510 AD Roman Empire,A photograph depicting 510 AD Roman Empire.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
400101,-711 (Spanien),Kronologiskt ämnesord för Spanien. Komplettera med geografiskt ämnesord.,711 Spain入侵年份,A photograph depicting 711 Spain入侵年份.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
400108,711-1516 (Spanien),Kronologiskt ämnesord för Spanien. Komplettera med geografiskt ämnesord.,Spain 711-1516,A photograph depicting Spain 711-1516.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355060,800-talet,Allmänt kronologiskt ämnesord.,800s,A photograph depicting 800s.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
357847,-843 (Tyskland),Kronologiskt ämnesord för Tyskland. Komplettera med geografiskt ämnesord.,843 Germany,A photograph depicting 843 Germany.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
357848,843-1517 (Tyskland),Kronologiskt ämnesord för Tyskland. Komplettera med geografiskt ämnesord.,1517 German Reformation,A photograph depicting 1517 German Reformation.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
222708,"900-700 f.Kr. (geometriska tiden, Grekland)",,Geometric period 900-700 BC Greece,A photograph depicting Geometric period 900-700 BC Greece.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
355061,900-talet,Allmänt kronologiskt ämnesord.,10th century,A photograph depicting 10th century.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
395820,"907-979 (De fem dynastierna och de tio rikena, Kina)",Kronologiskt ämnesord för Kina.,"907-979 (Five Dynasties and Ten Kingdoms, China)","A photograph depicting 907-979 (Five Dynasties and Ten Kingdoms, China).",Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
395823,"947-1125 (Liaodynastin, Kina)",Kronologiskt ämnesord för Kina.,"947-1125 (Liao Dynasty, China)","A photograph depicting 947-1125 (Liao Dynasty, China).",Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
395826,"960-1279 (Songdynastin, Kina)",Kronologiskt ämnesord för Kina.,Song dynasty China 960-1279,A photograph depicting Song dynasty China 960-1279.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
395830,960-1644 (Kina),Kronologiskt ämnesord för Kina.,960-1644 China,A photograph depicting 960-1644 China.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
242758,A cappella,,a cappella,A photograph depicting a cappella.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
259974,A-vitamin,,vitamin A,A photograph depicting vitamin A.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138763,AACM-jazz,,AACM jazz,A photograph depicting AACM jazz.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
hz27fw8nf5bxpz7g,Aak,Används för verk om den koreanska musikgenren aak.,Korean music genre aak,A photograph depicting Korean music genre aak.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138764,Abakus (räkneinstrument),,abacus (calculating instrument),A photograph depicting abacus (calculating instrument).,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138765,Abbedissor,särsk Cjz,abbey dishwashing area,A photograph depicting abbey dishwashing area.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138767,Abborre,,sparrow,A photograph depicting sparrow.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
278090,Abborrfiskar,,ice fishermen,A photograph depicting ice fishermen.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138768,Abborrfiske,,ice fishing,A photograph depicting ice fishing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138770,Abbotar,särsk Cjz,abbots,A photograph depicting abbots.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166810,Abbotsdömen,,abbey complexes,A photograph depicting abbey complexes.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138771,Abbreviaturer,se även resp språk med tillägg .07,abbreviations,A photograph depicting abbreviations.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143325,ABC-böcker,,ABC books,A photograph depicting ABC books.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138772,ABC-böcker--historia,,ABC books history,A photograph depicting ABC books history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138773,Abchaziska språket,,Abkhazian language,A photograph depicting Abkhazian language.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
367627,Abdikation,,abdication,A photograph depicting abdication.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
345025,Abduktion,,kidnapping,A photograph depicting kidnapping.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
150656,Abelska grupper,,abel groups,A photograph depicting abel groups.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138775,Aberration,"- astronomi Uah, - optik Uccb. Särsk himlakroppar se resp avd av Ua.",Optical aberration,A photograph depicting Optical aberration.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138777,Abessinienkriget 1935-1936,,Ethiopian War 1935-1936,A photograph depicting Ethiopian War 1935-1936.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138778,Abessinier (kattras),,abysslinian-cat,A photograph depicting abysslinian-cat.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166833,Abiturienter,,Abiturients,A photograph depicting Abiturients.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138781,Abnormpsykologi,,abnormal psychology,A photograph depicting abnormal psychology.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143327,Abolition,,Abolition,A photograph depicting Abolition.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138782,Abolitionister,Särsk Lz.,abolitionists,A photograph depicting abolitionists.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
242760,Aboriginal music,,aboriginal music,A photograph depicting aboriginal music.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143328,Aboriginer,,Aboriginal people,A photograph depicting Aboriginal people.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
334890,Aboriginer--historia,,aboriginal history,A photograph depicting aboriginal history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
222333,Aboriginsk konst,,aboriginal art,A photograph depicting aboriginal art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
278091,Aboriginsk litteratur,För litteraturen i sig används SAB-kod Hxrf,Aboriginal literature,A photograph depicting Aboriginal literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
220745,Aboriginsk mytologi,,Aboriginal mythology,A photograph depicting Aboriginal mythology.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
319350,Aboriginska kvinnor,,aboriginal women,A photograph depicting aboriginal women.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138784,Aborter,"- sexologi Vndma, - obstetrik Vgaba.",abortions,A photograph depicting abortions.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
wb6jfcs9tqpkx9rq,Aborter i konsten,,abortion in art,A photograph depicting abortion in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138785,Aborter--etik och moral,,abortion ethics and morality,A photograph depicting abortion ethics and morality.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
319833,Aborter--juridik och lagstiftning,,abortion laws,A photograph depicting abortion laws.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
319832,Aborter--religiösa aspekter,,abortion religious aspects,A photograph depicting abortion religious aspects.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138787,Abortmotstånd,,anti-abortion activism,A photograph depicting anti-abortion activism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
392974,Abortmotståndare,,anti-abortion activists,A photograph depicting anti-abortion activists.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138788,Abrasion (erosion),,abrasion,A photograph depicting abrasion.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
161082,Absider,,absides,A photograph depicting absides.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
293228,Absint,,absinthe,A photograph depicting absinthe.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138790,Absolut gehör,,absolute hearing,A photograph depicting absolute hearing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138792,Absolut musik,,absolute music,A photograph depicting absolute music.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
163706,Absolution,"- liturgik Chab, - sakramenten Ceae. Se även resp samfund med tillägg .03 och .02.","absolution仪式赦免注：此处仅提供翻译处理后的英文标签，根据说明返回结果时不包含引号、解释或句点等。由于""absolution""在宗教和历史语境中已有明确含义，并且","A photograph depicting absolution仪式赦免注：此处仅提供翻译处理后的英文标签，根据说明返回结果时不包含引号、解释或句点等。由于""absolution""在宗教和历史语境中已有明确含义，并且.",Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166734,Absolutism,"- historia K, - politiska begrepp Ocga. Se även resp lands historia, t ex Frankrike Kj.",absolutism,A photograph depicting absolutism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143330,Absorption,"- fysikalisk kemi Uceefa, - kemisk teknik Pm.",chemical absorption,A photograph depicting chemical absorption.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138800,Absorption (optik),,optical absorption,A photograph depicting optical absorption.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138801,Absorption (värmelära),,heat absorption,A photograph depicting heat absorption.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138802,Absorptionsspektrum,,absorption spectrum,A photograph depicting absorption spectrum.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
t4qbw0bxrl2k85p6,Abstinenssyndrom,,withdrawal syndrome,A photograph depicting withdrawal syndrome.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138803,Abstrakt algebra,,abstract algebra,A photograph depicting abstract algebra.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
139106,Abstrakt algebraisk geometri,,abstract algebraic geometry,A photograph depicting abstract algebraic geometry.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138804,Abstrakt expressionism,,abstract expressionism,A photograph depicting abstract expressionism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
147665,Abstrakt harmonisk analys,,abstract harmonic analysis,A photograph depicting abstract harmonic analysis.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138805,Abstrakt konst,"- konsthistoria Ib.5, - målarkonst Ie.5. Se även resp lands konsthistoria eller målarkonst med tillägg .5",abstract art,A photograph depicting abstract art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143331,Abstraktion,,abstraction,A photograph depicting abstraction.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143333,Absurd dramatik,Se även resp litteraturhistoria med tillägg 02 t ex svensk Gc.02. För genren i sig se H.02 och resp skönlitteratur med tillägg 02 t ex svensk Hc.02,absurd drama,A photograph depicting absurd drama.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143332,Absurd teater,,absurd theater,A photograph depicting absurd theater.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143334,Acceleration,,acceleration,A photograph depicting acceleration.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143336,Accent,"- fonetik F.011, - prosodi F.05. Se även resp språk med tillägg .011 och .05 , t.ex. svenska Fc..011 och Fc.05.",accent,A photograph depicting accent.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
321351,Acceptans,,acceptance,A photograph depicting acceptance.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
215297,Access,,Access,A photograph depicting Access.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
167826,Accessoarer,,accessories,A photograph depicting accessories.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
161083,Accidenstryck,,accident print,A photograph depicting accident print.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138811,Acciser,,accusers,A photograph depicting accusers.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138812,Accordeon,Dragspel med melodibas,accordion,A photograph depicting accordion.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
329917,Accordeonkonserter,,accordion concerts,A photograph depicting accordion concerts.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
226385,Acem-meditation,,Acem meditation,A photograph depicting Acem meditation.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138820,Aceton,,aceton,A photograph depicting aceton.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138822,Acetylen,,acetylene,A photograph depicting acetylene.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138823,"Acetylen--framställning, tillverkning etc.",,acetylene production,A photograph depicting acetylene production.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138824,Acetylensvetsning,,acetylene welding,A photograph depicting acetylene welding.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
409778,Acetylkolin,,acetylcholine,A photograph depicting acetylcholine.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
409787,Acetylkolinesteras,,acetylcholinesterase,A photograph depicting acetylcholinesterase.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143337,Acetylsalicylsyra,,aspirin,A photograph depicting aspirin.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
350291,Acheuléen,,Acheulean_tool Tradition,A photograph depicting Acheulean_tool Tradition.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
